EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5130928,GENESEE (ZONE), ,01/04/2000,900,High Wind, , ,0,0,25000,0,NY,EST, ,1090872,Z,11,BUF,0,0,BROADCAST MEDIA, , , , , , , , ,01/04/2000,900, , , , ,"","Strong winds accompanied the passage of a cold front across the area during the late morning and early afternoon hours. Trees and power lines were downed by the winds. In Rochester, Monroe County, a smoke stack was blown over. In Medina, Orleans County, a downed tree fell onto a house causing structural damage. Gusts of  49 mph at Niagara Falls, 51 mph at Buffalo and 55 mph at Rochester were recorded. Power outages were scattered throughout the area.",11
5130929,LIVINGSTON (ZONE), ,01/04/2000,1001,High Wind, , ,0,0,15000,0,NY,EST, ,1090872,Z,13,BUF,0,0,BROADCAST MEDIA, , , , , , , , ,01/04/2000,1001, , , , ,"","Strong winds accompanied the passage of a cold front across the area during the late morning and early afternoon hours. Trees and power lines were downed by the winds. In Rochester, Monroe County, a smoke stack was blown over. In Medina, Orleans County, a downed tree fell onto a house causing structural damage. Gusts of  49 mph at Niagara Falls, 51 mph at Buffalo and 55 mph at Rochester were recorded. Power outages were scattered throughout the area.",12
5130994,MONROE (ZONE), ,01/04/2000,1024,High Wind,48, ,0,0,50000,0,NY,EST,M,1090872,Z,3,BUF,0,0,BROADCAST MEDIA, , , , , , , , ,01/04/2000,1024, , , , ,"","Strong winds accompanied the passage of a cold front across the area during the late morning and early afternoon hours. Trees and power lines were downed by the winds. In Rochester, Monroe County, a smoke stack was blown over. In Medina, Orleans County, a downed tree fell onto a house causing structural damage. Gusts of  49 mph at Niagara Falls, 51 mph at Buffalo and 55 mph at Rochester were recorded. Power outages were scattered throughout the area.",13
5130995,ONTARIO (ZONE), ,01/04/2000,1042,High Wind, , ,0,0,10000,0,NY,EST, ,1090872,Z,14,BUF,0,0,LAW ENFORCEMENT, , , , , , , , ,01/04/2000,1042, , , , ,"","Strong winds accompanied the passage of a cold front across the area during the late morning and early afternoon hours. Trees and power lines were downed by the winds. In Rochester, Monroe County, a smoke stack was blown over. In Medina, Orleans County, a downed tree fell onto a house causing structural damage. Gusts of  49 mph at Niagara Falls, 51 mph at Buffalo and 55 mph at Rochester were recorded. Power outages were scattered throughout the area.",14
5130670,ONONDAGA (ZONE), ,01/04/2000,1135,High Wind,50, ,0,0,0,0,NY,EST,E,1090832,Z,18,BGM,0,0,EMERGENCY MANAGER, , , , , , , , ,01/04/2000,1135, , , , ,"","A line of showers associated with a strong cold front produced gusty winds that blew branches and wires down near Skaneateles and Otisco Lake.",15
5130927,ERIE (ZONE), ,01/04/2000,1210,High Wind,44, ,0,0,35000,0,NY,EST,M,1090872,Z,10,BUF,0,0,LAW ENFORCEMENT, , , , , , , , ,01/04/2000,1210, , , , ,"","Strong winds accompanied the passage of a cold front across the area during the late morning and early afternoon hours. Trees and power lines were downed by the winds. In Rochester, Monroe County, a smoke stack was blown over. In Medina, Orleans County, a downed tree fell onto a house causing structural damage. Gusts of  49 mph at Niagara Falls, 51 mph at Buffalo and 55 mph at Rochester were recorded. Power outages were scattered throughout the area.",16
5130996,NIAGARA (ZONE), ,01/04/2000,1210,High Wind,43, ,0,0,8000,0,NY,EST,M,1090872,Z,1,BUF,0,0,LAW ENFORCEMENT, , , , , , , , ,01/04/2000,1210, , , , ,"","Strong winds accompanied the passage of a cold front across the area during the late morning and early afternoon hours. Trees and power lines were downed by the winds. In Rochester, Monroe County, a smoke stack was blown over. In Medina, Orleans County, a downed tree fell onto a house causing structural damage. Gusts of  49 mph at Niagara Falls, 51 mph at Buffalo and 55 mph at Rochester were recorded. Power outages were scattered throughout the area.",17
5130998,GENESEE (ZONE), ,01/04/2000,1215,High Wind, , ,0,0,10000,0,NY,EST, ,1090872,Z,11,BUF,0,0,LAW ENFORCEMENT, , , , , , , , ,01/04/2000,1215, , , , ,"","Strong winds accompanied the passage of a cold front across the area during the late morning and early afternoon hours. Trees and power lines were downed by the winds. In Rochester, Monroe County, a smoke stack was blown over. In Medina, Orleans County, a downed tree fell onto a house causing structural damage. Gusts of  49 mph at Niagara Falls, 51 mph at Buffalo and 55 mph at Rochester were recorded. Power outages were scattered throughout the area.",18
5130997,ORLEANS (ZONE), ,01/04/2000,1215,High Wind, , ,0,0,25000,0,NY,EST, ,1090872,Z,2,BUF,0,0,LAW ENFORCEMENT, , , , , , , , ,01/04/2000,1215, , , , ,"","Strong winds accompanied the passage of a cold front across the area during the late morning and early afternoon hours. Trees and power lines were downed by the winds. In Rochester, Monroe County, a smoke stack was blown over. In Medina, Orleans County, a downed tree fell onto a house causing structural damage. Gusts of  49 mph at Niagara Falls, 51 mph at Buffalo and 55 mph at Rochester were recorded. Power outages were scattered throughout the area.",19
5130999,CHAUTAUQUA (ZONE), ,01/04/2000,1300,High Wind, , ,0,0,5000,0,NY,EST, ,1090872,Z,19,BUF,0,0,LAW ENFORCEMENT, , , , , , , , ,01/04/2000,1300, , , , ,"","Strong winds accompanied the passage of a cold front across the area during the late morning and early afternoon hours. Trees and power lines were downed by the winds. In Rochester, Monroe County, a smoke stack was blown over. In Medina, Orleans County, a downed tree fell onto a house causing structural damage. Gusts of  49 mph at Niagara Falls, 51 mph at Buffalo and 55 mph at Rochester were recorded. Power outages were scattered throughout the area.",20
5128472,HAMILTON (ZONE), ,01/04/2000,1700,Flood, , ,0,0,0,0,NY,EST, ,2414781,Z,33,ALY,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,01/05/2000,200, , , , ,"Heavy rains on January 4 brought the Sacandga River, above the Great Sacandga Lake in Hamilton County to slightly above the 7 foot flood stage. The river crested at 7.36 feet, just above the flood stage of 7 feet and remained above flood stage for about 8 hours. Surrounding lowlands were flooded, and water approached but never reached State Route 30.  No major problems were indicated with this flooding.","",21
5131000,CHAUTAUQUA (ZONE), ,01/10/2000,1945,High Wind, , ,0,0,20000,0,NY,EST, ,1090873,Z,19,BUF,0,0,NEWSPAPER, , , , , , , , ,01/10/2000,1945, , , , ,"","A strong cold front was accompanied by high winds as it crossed the region. The high winds downed trees and power lines in Falconer, Attica, and Hamburg. A 60 mph gust was recorded in Attica.",22
5131001,WYOMING (ZONE), ,01/10/2000,2050,High Wind,51, ,0,0,15000,0,NY,EST,M,1090873,Z,12,BUF,0,0,BROADCAST MEDIA, , , , , , , , ,01/10/2000,2050, , , , ,"","A strong cold front was accompanied by high winds as it crossed the region. The high winds downed trees and power lines in Falconer, Attica, and Hamburg. A 60 mph gust was recorded in Attica.",23
5131002,ERIE (ZONE), ,01/10/2000,2100,High Wind, , ,0,0,20000,0,NY,EST, ,1090873,Z,10,BUF,0,0,LAW ENFORCEMENT, , , , , , , , ,01/10/2000,2100, , , , ,"","A strong cold front was accompanied by high winds as it crossed the region. The high winds downed trees and power lines in Falconer, Attica, and Hamburg. A 60 mph gust was recorded in Attica.",24
5130673,CHENANGO (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,45,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",25
5130674,CORTLAND (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,44,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",26
5130672,CHEMUNG (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,24,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",27
5130675,DELAWARE (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,57,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",28
5130676,MADISON (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,36,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",29
5130671,BROOME (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,56,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",30
5130681,SOUTHERN CAYUGA (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,17,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",31
5130682,SOUTHERN ONEIDA (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,37,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",32
5130683,STEUBEN (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,22,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",33
5130680,SENECA (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,16,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",34
5130685,TIOGA (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,55,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",35
5130686,TOMPKINS (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,25,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",36
5130684,SULLIVAN (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,62,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",37
5130677,ONONDAGA (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,18,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",38
5130678,OTSEGO (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,46,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",39
5130679,SCHUYLER (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,23,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",40
5130687,YATES (ZONE), ,01/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,15,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1500, , , , ,"","A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",41
5126880,SCHOHARIE (ZONE), ,01/13/2000,800,Winter Storm, , ,0,0,6000,0,NY,EST, ,1090133,Z,47,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,800, , , , ,"","	An area of low pressure developed to the lee of the Rockies on January 12. This low pressure moved very rapidly eastward, reaching the Ohio Valley during the evening of January 12. The low then slowed down, as it worked across the Mason-Dixon line early January 13. At the same time, an arctic front stalled near the Mohawk Valley. Moisture from the storm became better focused along this frontal boundary, and as a result, a band of moderate to heavy snow fell across Schoharie, the northern portion of Schenectady, much of Albany and western Rensalear counties. Heavier snow was also noted across  portions of Greene county. Seven to 11 inches of snow fell in the aforementioned area. The snow spread quickly across the region,  just in time for the morning commute. 
	Specific snowfall amounts included 11 inches at West Fulton, Schoharie county, 7 inches at Niskayuna, Schenectady county, 8 inches at East Jewett, Greene county, 10 inches at Albany, and 9 inches at Brunswick, Rensselaer County. There were closures of numerous schools as well as some businesses. Flights were delayed at the Albany International Airport. There were vehicular accidents but no injuries reported.",42
5126884,WESTERN SCHENECTADY (ZONE), ,01/13/2000,900,Winter Storm, , ,0,0,10000,0,NY,EST, ,1090133,Z,48,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1100, , , , ,"","	An area of low pressure developed to the lee of the Rockies on January 12. This low pressure moved very rapidly eastward, reaching the Ohio Valley during the evening of January 12. The low then slowed down, as it worked across the Mason-Dixon line early January 13. At the same time, an arctic front stalled near the Mohawk Valley. Moisture from the storm became better focused along this frontal boundary, and as a result, a band of moderate to heavy snow fell across Schoharie, the northern portion of Schenectady, much of Albany and western Rensalear counties. Heavier snow was also noted across  portions of Greene county. Seven to 11 inches of snow fell in the aforementioned area. The snow spread quickly across the region,  just in time for the morning commute. 
	Specific snowfall amounts included 11 inches at West Fulton, Schoharie county, 7 inches at Niskayuna, Schenectady county, 8 inches at East Jewett, Greene county, 10 inches at Albany, and 9 inches at Brunswick, Rensselaer County. There were closures of numerous schools as well as some businesses. Flights were delayed at the Albany International Airport. There were vehicular accidents but no injuries reported.",43
5126882,WESTERN GREENE (ZONE), ,01/13/2000,1000,Winter Storm, , ,0,0,10000,0,NY,EST, ,1090133,Z,58,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/13/2000,1100, , , , ,"","	An area of low pressure developed to the lee of the Rockies on January 12. This low pressure moved very rapidly eastward, reaching the Ohio Valley during the evening of January 12. The low then slowed down, as it worked across the Mason-Dixon line early January 13. At the same time, an arctic front stalled near the Mohawk Valley. Moisture from the storm became better focused along this frontal boundary, and as a result, a band of moderate to heavy snow fell across Schoharie, the northern portion of Schenectady, much of Albany and western Rensalear counties. Heavier snow was also noted across  portions of Greene county. Seven to 11 inches of snow fell in the aforementioned area. The snow spread quickly across the region,  just in time for the morning commute. 
	Specific snowfall amounts included 11 inches at West Fulton, Schoharie county, 7 inches at Niskayuna, Schenectady county, 8 inches at East Jewett, Greene county, 10 inches at Albany, and 9 inches at Brunswick, Rensselaer County. There were closures of numerous schools as well as some businesses. Flights were delayed at the Albany International Airport. There were vehicular accidents but no injuries reported.",44
